product_id,product_title,category,day,units,revenue
540,Hair Dryer,beauty,2024-09-18,5,250.00
541,Resistance Bands,sports,2024-09-19,10,200.00
542,Model Train,toys,2024-09-20,4,360.00
543,Security Camera,electronics,2024-09-21,6,720.00
544,Blender Compact,home,2024-09-22,7,210.00
545,Smart Light Bulb,electronics,2024-09-23,12,360.00
546,Nail Polish,beauty,2024-09-24,15,150.00
547,Soccer Ball,sports,2024-09-25,8,160.00
548,LEGO Set,toys,2024-09-26,6,300.00
549,VR Headset,electronics,2024-09-27,2,1000.00
550,Electric Kettle,home,2024-09-28,5,200.00
551,Drone Camera,electronics,2024-09-29,3,900.00
552,Body Lotion,beauty,2024-09-30,9,270.00
553,Tennis Racket,sports,2024-07-01,4,320.00
554,Robot Toy,toys,2024-07-02,7,280.00
555,Smart Doorbell,electronics,2024-07-03,5,750.00
556,Air Purifier,home,2024-07-04,6,600.00
557,Gaming Mouse,electronics,2024-07-05,8,400.00
558,Eye Cream,beauty,2024-07-06,10,300.00
559,Skateboard,sports,2024-07-07,3,210.00
560,Plush Toy,toys,2024-07-08,9,180.00
561,Smart Plug,electronics,2024-07-09,12,240.00
562,Juicer Machine,home,2024-07-10,4,320.00
563,Bluetooth Speaker,electronics,2024-07-11,7,420.00
564,Sunscreen Lotion,beauty,2024-07-12,8,240.00
565,Basketball,sports,2024-07-13,6,180.00
566,Card Game,toys,2024-07-14,10,200.00
567,Smart Lock,electronics,2024-07-15,3,600.00
568,Pressure Cooker,home,2024-07-16,5,400.00
569,USB Hub,electronics,2024-07-17,9,270.00
570,Face Mask,beauty,2024-07-18,12,180.00
571,Boxing Gloves,sports,2024-07-19,4,240.00
572,Action Toy,toys,2024-07-20,8,320.00
573,External Hard Drive,electronics,2024-07-21,6,540.00
574,Food Mixer,home,2024-07-22,7,350.00
575,Webcam HD,electronics,2024-07-23,5,400.00
576,Hand Cream,beauty,2024-07-24,10,200.00
577,Gym Bag,sports,2024-07-25,6,240.00
578,Puzzle Toy,toys,2024-07-26,9,180.00
579,Smart Scale,electronics,2024-07-27,4,360.00
580,Electric Grill,home,2024-07-28,3,300.00
581,Wireless Router,electronics,2024-07-29,7,490.00
582,Lip Balm,beauty,2024-07-30,15,150.00
583,Football,sports,2024-07-31,8,200.00
584,Building Kit,toys,2024-08-01,6,240.00
585,Smart Camera,electronics,2024-08-02,2,800.00
586,Toaster,home,2024-08-03,5,250.00
587,Portable Speaker,electronics,2024-08-04,9,360.00
588,Shaving Cream,beauty,2024-08-05,12,180.00
589,Weight Set,sports,2024-08-06,3,450.00
590,Doll House,toys,2024-08-07,7,350.00
591,Smart Monitor,electronics,2024-08-08,4,1200.00
592,Food Blender,home,2024-08-09,6,300.00
593,Gaming Headset,electronics,2024-08-10,8,640.00
594,Hair Gel,beauty,2024-08-11,10,200.00
595,Jump Rope,sports,2024-08-12,9,90.00
596,Toy Car,toys,2024-08-13,5,150.00
597,Smart Fan,electronics,2024-08-14,3,450.00
598,Stand Mixer,home,2024-08-15,4,400.00
599,USB Charger,electronics,2024-08-16,12,240.00
600,Body Wash,beauty,2024-08-17,8,160.00
601,Smartphone X,electronics,2024-08-18,7,840.00
602,Blender Pro,home,2024-08-19,5,250.00
603,Laptop Z,electronics,2024-08-20,6,1200.00
604,Moisturizer Cream,beauty,2024-08-21,9,270.00
605,Fitness Tracker,sports,2024-08-22,8,480.00
606,Action Figure,toys,2024-08-23,10,200.00
607,Headphones Elite,electronics,2024-08-24,4,360.00
608,Air Fryer,home,2024-08-25,3,180.00
609,Smartwatch Y,electronics,2024-08-26,7,840.00
610,Perfume Essence,beauty,2024-08-27,6,300.00
611,Treadmill Pro,sports,2024-08-28,2,1000.00
612,Building Blocks,toys,2024-08-29,8,160.00
613,Tablet S,electronics,2024-08-30,5,750.00
614,Vacuum Cleaner,home,2024-08-31,4,320.00
615,Wireless Earbuds,electronics,2024-09-01,9,540.00
616,Face Serum,beauty,2024-09-02,10,300.00
617,Yoga Mat,sports,2024-09-03,6,180.00
618,Remote Car,toys,2024-09-04,7,280.00
619,Smart TV,electronics,2024-09-05,3,1500.00
620,Coffee Maker,home,2024-09-06,5,250.00
621,Gaming Console,electronics,2024-09-07,4,1200.00
622,Lipstick Vogue,beauty,2024-09-08,8,160.00
623,Dumbbell Set,sports,2024-09-09,3,240.00
624,Puzzle Game,toys,2024-09-10,9,180.00
625,Camera DSLR,electronics,2024-09-11,2,1400.00
626,Toaster Oven,home,2024-09-12,6,360.00
627,Smart Speaker,electronics,2024-09-13,7,490.00
628,Shampoo Herbal,beauty,2024-09-14,10,200.00
629,Exercise Bike,sports,2024-09-15,1,800.00
630,Board Game,toys,2024-09-16,8,160.00
631,Wireless Mouse,electronics,2024-09-17,12,360.00
632,Microwave Oven,home,2024-09-18,5,400.00
633,Portable Charger,electronics,2024-09-19,15,450.00
634,Facial Cleanser,beauty,2024-09-20,6,180.00
635,Jump Rope,sports,2024-09-21,9,90.00
636,Stuffed Animal,toys,2024-09-22,7,210.00
637,Smart Thermostat,electronics,2024-09-23,4,600.00
638,Food Processor,home,2024-09-24,3,270.00
639,Wireless Keyboard,electronics,2024-09-25,8,480.00
640,Hair Dryer,beauty,2024-09-26,5,250.00
641,Resistance Bands,sports,2024-09-27,10,200.00
642,Model Train,toys,2024-09-28,4,360.00
643,Security Camera,electronics,2024-09-29,6,720.00
644,Blender Compact,home,2024-09-30,7,210.00
645,Smart Light Bulb,electronics,2024-07-01,12,360.00
646,Nail Polish,beauty,2024-07-02,15,150.00
647,Soccer Ball,sports,2024-07-03,8,160.00
648,LEGO Set,toys,2024-07-04,6,300.00
649,VR Headset,electronics,2024-07-05,2,1000.00
650,Electric Kettle,home,2024-07-06,5,200.00
651,Drone Camera,electronics,2024-07-07,3,900.00
652,Body Lotion,beauty,2024-07-08,9,270.00
653,Tennis Racket,sports,2024-07-09,4,320.00
654,Robot Toy,toys,2024-07-10,7,280.00
655,Smart Doorbell,electronics,2024-07-11,5,750.00
656,Air Purifier,home,2024-07-12,6,600.00
657,Gaming Mouse,electronics,2024-07-13,8,400.00
658,Eye Cream,beauty,2024-07-14,10,300.00
659,Skateboard,sports,2024-07-15,3,210.00
660,Plush Toy,toys,2024-07-16,9,180.00
661,Smart Plug,electronics,2024-07-17,12,240.00
662,Juicer Machine,home,2024-07-18,4,320.00
663,Bluetooth Speaker,electronics,2024-07-19,7,420.00
664,Sunscreen Lotion,beauty,2024-07-20,8,240.00
665,Basketball,sports,2024-07-21,6,180.00
666,Card Game,toys,2024-07-22,10,200.00
667,Smart Lock,electronics,2024-07-23,3,600.00
668,Pressure Cooker,home,2024-07-24,5,400.00
669,USB Hub,electronics,2024-07-25,9,270.00
670,Face Mask,beauty,2024-07-26,12,180.00
671,Boxing Gloves,sports,2024-07-27,4,240.00
672,Action Toy,toys,2024-07-28,8,320.00
673,External Hard Drive,electronics,2024-07-29,6,540.00
674,Food Mixer,home,2024-07-30,7,350.00
675,Webcam HD,electronics,2024-07-31,5,400.00
676,Hand Cream,beauty,2024-08-01,10,200.00
677,Gym Bag,sports,2024-08-02,6,240.00
678,Puzzle Toy,toys,2024-08-03,9,180.00
679,Smart Scale,electronics,2024-08-04,4,360.00
680,Electric Grill,home,2024-08-05,3,300.00
681,Wireless Router,electronics,2024-08-06,7,490.00
682,Lip Balm,beauty,2024-08-07,15,150.00
683,Football,sports,2024-08-08,8,200.00
684,Building Kit,toys,2024-08-09,6,240.00
685,Smart Camera,electronics,2024-08-10,2,800.00
686,Toaster,home,2024-08-11,5,250.00
687,Portable Speaker,electronics,2024-08-12,9,360.00
688,Shaving Cream,beauty,2024-08-13,12,180.00
689,Weight Set,sports,2024-08-14,3,450.00
690,Doll House,toys,2024-08-15,7,350.00
691,Smart Monitor,electronics,2024-08-16,4,1200.00
692,Food Blender,home,2024-08-17,6,300.00
693,Gaming Headset,electronics,2024-08-18,8,640.00
694,Hair Gel,beauty,2024-08-19,10,200.00
695,Jump Rope,sports,2024-08-20,9,90.00
696,Toy Car,toys,2024-08-21,5,150.00
697,Smart Fan,electronics,2024-08-22,3,450.00
698,Stand Mixer,home,2024-08-23,4,400.00
699,USB Charger,electronics,2024-08-24,12,240.00
700,Body Wash,beauty,2024-08-25,8,160.00
701,Smartphone X,electronics,2024-08-26,7,840.00
702,Blender Pro,home,2024-08-27,5,250.00
703,Laptop Z,electronics,2024-08-28,6,1200.00
704,Moisturizer Cream,beauty,2024-08-29,9,270.00
705,Fitness Tracker,sports,2024-08-30,8,480.00
706,Action Figure,toys,2024-08-31,10,200.00
707,Headphones Elite,electronics,2024-09-01,4,360.00
708,Air Fryer,home,2024-09-02,3,180.00
709,Smartwatch Y,electronics,2024-09-03,7,840.00
710,Perfume Essence,beauty,2024-09-04,6,300.00
711,Treadmill Pro,sports,2024-09-05,2,1000.00
712,Building Blocks,toys,2024-09-06,8,160.00
713,Tablet S,electronics,2024-09-07,5,750.00
714,Vacuum Cleaner,home,2024-09-08,4,320.00
715,Wireless Earbuds,electronics,2024-09-09,9,540.00
716,Face Serum,beauty,2024-09-10,10,300.00
717,Yoga Mat,sports,2024-09-11,6,180.00
718,Remote Car,toys,2024-09-12,7,280.00
719,Smart TV,electronics,2024-09-13,3,1500.00
720,Coffee Maker,home,2024-09-14,5,250.00
721,Gaming Console,electronics,2024-09-15,4,1200.00
722,Lipstick Vogue,beauty,2024-09-16,8,160.00
723,Dumbbell Set,sports,2024-09-17,3,240.00
724,Puzzle Game,toys,2024-09-18,9,180.00
725,Camera DSLR,electronics,2024-09-19,2,1400.00
726,Toaster Oven,home,2024-09-20,6,360.00
727,Smart Speaker,electronics,2024-09-21,7,490.00
728,Shampoo Herbal,beauty,2024-09-22,10,200.00
729,Exercise Bike,sports,2024-09-23,1,800.00
730,Board Game,toys,2024-09-24,8,160.00
731,Wireless Mouse,electronics,2024-09-25,12,360.00
732,Microwave Oven,home,2024-09-26,5,400.00
733,Portable Charger,electronics,2024-09-27,15,450.00
734,Facial Cleanser,beauty,2024-09-28,6,180.00
735,Jump Rope,sports,2024-09-29,9,90.00
736,Stuffed Animal,toys,2024-09-30,7,210.00
737,Smart Thermostat,electronics,2024-07-01,4,600.00
738,Food Processor,home,2024-07-02,3,270.00
739,Wireless Keyboard,electronics,2024-07-03,8,480.00
740,Hair Dryer,beauty,2024-07-04,5,250.00
741,Resistance Bands,sports,2024-07-05,10,200.00
742,Model Train,toys,2024-07-06,4,360.00
743,Security Camera,electronics,2024-07-07,6,720.00
744,Blender Compact,home,2024-07-08,7,210.00
745,Smart Light Bulb,electronics,2024-07-09,12,360.00
746,Nail Polish,beauty,2024-07-10,15,150.00
747,Soccer Ball,sports,2024-07-11,8,160.00
748,LEGO Set,toys,2024-07-12,6,300.00
749,VR Headset,electronics,2024-07-13,2,1000.00
750,Electric Kettle,home,2024-07-14,5,200.00
751,Drone Camera,electronics,2024-07-15,3,900.00
752,Body Lotion,beauty,2024-07-16,9,270.00
753,Tennis Racket,sports,2024-07-17,4,320.00
754,Robot Toy,toys,2024-07-18,7,280.00
755,Smart Doorbell,electronics,2024-07-19,5,750.00
756,Air Purifier,home,2024-07-20,6,600.00
757,Gaming Mouse,electronics,2024-07-21,8,400.00
758,Eye Cream,beauty,2024-07-22,10,300.00
759,Skateboard,sports,2024-07-23,3,210.00
760,Plush Toy,toys,2024-07-24,9,180.00
761,Smart Plug,electronics,2024-07-25,12,240.00
762,Juicer Machine,home,2024-07-26,4,320.00
763,Bluetooth Speaker,electronics,2024-07-27,7,420.00
764,Sunscreen Lotion,beauty,2024-07-28,8,240.00
765,Basketball,sports,2024-07-29,6,180.00
766,Card Game,toys,2024-07-30,10,200.00
767,Smart Lock,electronics,2024-07-31,3,600.00
768,Pressure Cooker,home,2024-08-01,5,400.00
769,USB Hub,electronics,2024-08-02,9,270.00
770,Face Mask,beauty,2024-08-03,12,180.00
771,Boxing Gloves,sports,2024-08-04,4,240.00
772,Action Toy,toys,2024-08-05,8,320.00
773,External Hard Drive,electronics,2024-08-06,6,540.00
774,Food Mixer,home,2024-08-07,7,350.00
775,Webcam HD,electronics,2024-08-08,5,400.00
776,Hand Cream,beauty,2024-08-09,10,200.00
777,Gym Bag,sports,2024-08-10,6,240.00
778,Puzzle Toy,toys,2024-08-11,9,180.00
779,Smart Scale,electronics,2024-08-12,4,360.00
780,Electric Grill,home,2024-08-13,3,300.00
781,Wireless Router,electronics,2024-08-14,7,490.00
782,Lip Balm,beauty,2024-08-15,15,150.00
783,Football,sports,2024-08-16,8,200.00
784,Building Kit,toys,2024-08-17,6,240.00
785,Smart Camera,electronics,2024-08-18,2,800.00
786,Toaster,home,2024-08-19,5,250.00
787,Portable Speaker,electronics,2024-08-20,9,360.00
788,Shaving Cream,beauty,2024-08-21,12,180.00
789,Weight Set,sports,2024-08-22,3,450.00
790,Doll House,toys,2024-08-23,7,350.00
791,Smart Monitor,electronics,2024-08-24,4,1200.00
792,Food Blender,home,2024-08-25,6,300.00
793,Gaming Headset,electronics,2024-08-26,8,640.00
794,Hair Gel,beauty,2024-08-27,10,200.00
795,Jump Rope,sports,2024-08-28,9,90.00
796,Toy Car,toys,2024-08-29,5,150.00
797,Smart Fan,electronics,2024-08-29,5,150.00
